10          0.0000136   0.0000173   0.0014079   0.0014319
100         0.0000831   0.0001117   0.0008153   0.0008433
1000        0.0007897   0.0010690   0.0012384   0.0013744
10000       0.0079505   0.0126604   0.0048110   0.0055670
100000      0.0842747   0.1363316   0.0461554   0.0552564
1000000     0.8394571   1.3516172   0.4454729   0.5374609
10000000    9.8708213   14.1192467  6.1156710   7.0435190
