10          0.00000462  0.00000656  0.00037004  0.00057256
100         0.00003338  0.00004038  0.00093490  0.00097428
1000        0.00031680  0.00037188  0.00055112  0.00056332
10000       0.00335062  0.00450580  0.00143964  0.00188730
100000      0.03236960  0.05807882  0.01174246  0.01493466
1000000     0.37168518  0.61088038  0.21916548  0.22686342
10000000    4.73051810  6.39190262  2.34693402  2.74800002
